"","NAME","CITY","STATE","ZIP","LAT","LON","HIGHDEG","TYPE","RELIGIOUS","ONLINE","AVGFACSAL","TUIREVSTU","INCOSTSTU","PRGMOFR","OPENADMP","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","COST","NPT4_PUB","NPT4_PRIV","UGDS","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","INC_PCT_LO","INC_PCT_M1","INC_PCT_M2","INC_PCT_H1","INC_PCT_H2","FTFTPCTFLOAN","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_P6","MN_EARN_WNE_P7","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","MN_EARN_WNE_INC1_P6","MN_EARN_WNE_INC2_P6","MN_EARN_WNE_INC3_P6","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","CDR3","RPY_1YR_RT","RPY_3YR_RT","RPY_5YR_RT","RPY_7YR_RT"
"54","Tuskegee University","Tuskegee","AL","36088-1920","32.4309","-85.708492",4,2,"NULL","0","4810","15883","12498","NULL","2","0.5182","22170","22170","39383","NULL","35353","2529","0.3638","0.6362","0.004","0.8454","0.0071","0.0087","0.4152091255","0.1954372624","0.152851711","0.0988593156","0.1376425856","0.5134","31000","24125","21349","21462","34500","33900","39000","40100","42200","33800","33100","37600","39400","43700","44400","0.135","0.3792289536","0.4960173787","0.554664723","0.5308016878"
"55","United States Sports Academy","Daphne","AL","36526-7055","30.639329","-87.91163",4,2,"NULL","0","6136","14842","6508","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","266","0.7932","0.2068","0.6165","0.188","0.0451","0.0602","0.4929577465","0.2394366197","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","22831","14536","PrivacySuppressed","PrivacySuppressed","35700","PrivacySuppressed","51100","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.061","0.3495934959","0.4436090226","0.4770642202","0.6"
"56","Bevill State Community College","Jasper","AL","35501","33.836929","-87.266406",2,1,"NULL","0","6682","2534","6125","NULL","1","NULL","5086","9214","13681","7617","NULL","2825","0.3865","0.6135","0.7869","0.1657","0.0042","0.0212","0.7304261645","0.1729435084","0.0911793855","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","26600","26600","29100","28300","31300","25300","PrivacySuppressed","PrivacySuppressed","30100","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"57","University of Alaska Anchorage","Anchorage","AK","99508","61.190163","-149.82619",4,1,"NULL","0","9128","7253","11828","NULL","2","0.8115","8580","24762","19942","13819","NULL","10482","0.419","0.581","0.5375","0.0342","0.082","0.0926","0.4450184502","0.190897909","0.1576875769","0.0998769988","0.1065190652","0.2612","20671","12500","11499","9425","41500","41900","46300","44500","51200","37200","42300","46600","46000","51800","58200","0.105","0.4991793188","0.5477396726","0.5929487179","0.6839754327"
"58","Alaska Bible College","Palmer","AK","99645","61.598553","-149.111972",3,2,"88","0","3500","8091","7534","NULL","1","NULL","9600","9600","24759","NULL","20066","37","0.6216","0.3784","0.8919","0.027","0.027","0.027","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.4","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL"
"59","University of Alaska Fairbanks","Fairbanks","AK","99775","64.85756","-147.823146",4,1,"NULL","0","9584","8210","17922","NULL","2","0.7611","6657","20218","18510","11297","NULL","4657","0.435","0.565","0.5321","0.0326","0.0195","0.0782","0.4166198765","0.1909039865","0.1633913532","0.1089275688","0.120157215","0.2978","19407","12500","11050","9500","36500","36800","40400","41600","45100","30700","37900","43100","41100","46600","50300","0.107","0.5081573896","0.547265987","0.5551689861","0.6318537859"
"60","University of Alaska Southeast","Juneau","AK","99801-8697","58.384846","-134.638255",4,1,"NULL","0","8192","7626","15284","NULL","2","0.6333","7092","19856","16853","10258","NULL","1216","0.3536","0.6464","0.5395","0.0115","0.0296","0.0831","0.4269005848","0.2046783626","0.1617933723","0.0955165692","0.1111111111","0.2774","19696","11620","10500","9447","35200","35000","38300","38600","39500","32300","35500","40300","33700","43700","44800","0.098","0.5428109855","0.5768645358","0.5607196402","0.6358381503"
"61","Alaska Pacific University","Anchorage","AK","99508","61.190968","-149.804168",4,2,"71","0","5467","13127","13107","NULL","2","0.8425","20760","20760","34990","NULL","20717","283","0.3286","0.6714","0.4558","0.0177","0.0141","0.0636","0.4178082192","0.1575342466","0.1575342466","0.1369863014","0.1301369863","0.625","21552","17000","12500","21250","37500","39500","41000","48800","45300","29800","43800","39400","39200","46400","50700","0.05","0.5311004785","0.5701357466","0.6615384615","0.643776824"
"62","AVTEC-Alaska's Institute of Technology","Seward","AK","99664-0889","60.110626","-149.444487",1,1,"NULL","0","NULL","6522","25060","11","1","NULL","NULL","NULL","NULL","10018","NULL","855","0.8386","0.1614","0.4924","0.007","0.0117","0.0351","0.606741573","0.1404494382","0.1179775281","PrivacySuppressed","PrivacySuppressed","0.1558","5500","5500","5500","5492","43200","38300","41400","39100","45600","32300","PrivacySuppressed","PrivacySuppressed","38400","PrivacySuppressed","PrivacySuppressed","0.072","0.6083333333","0.686440678","0.6594202899","0.6595744681"
"63","Charter College","Vancouver","WA","98683-7575","45.617798","-122.494766",4,3,"NULL","0","4711","5823","2040","NULL","2","1","22655","22655","35613","NULL","29362","2853","0.2461","0.7539","0.3849","0.0655","0.0025","0.2475","0.6753588033","0.1550434607","0.0929856479","0.0424499697","0.0341621185","0.8722","14875","13125","13000","10276","30500","39900","35700","46300","46400","24500","35900","40400","36900","47200","61000","0.131","0.2527959485","0.3047679059","0.3292984869","0.4479522184"
"64","Alaska Career College","Anchorage","AK","99507-1033","61.181443","-149.856954",2,3,"NULL","0","4068","8308","3688","9","1","NULL","NULL","NULL","NULL","NULL","17665","415","0.1398","0.8602","0.3663","0.106","0.2048","0.0892","0.5977564103","0.1939102564","0.0833333333","0.0721153846","0.0528846154","0.7159","9025","9308","7199","7199","27200","27600","29500","29600","32000","25800","27300","34000","30900","PrivacySuppressed","PrivacySuppressed","0.186","0.461409396","0.4457236842","0.469740634","0.4703125"
"65","Empire Beauty School-Tucson","Tucson","AZ","85716","32.235657","-110.927187",1,3,"NULL","0","NULL","9489","7474","2","1","NULL","NULL","NULL","NULL","NULL","14765","102","0.1275","0.8725","0.2353","0.0686","0","0.598","0.7503751876","0.1215607804","0.0635317659","0.036018009","0.0285142571","0.963","12027","8028","8100","8028","20500","20000","22900","23200","24500","16600","PrivacySuppressed","PrivacySuppressed","24400","PrivacySuppressed","PrivacySuppressed","0.12","0.2379421222","0.2879914984","0.2736842105","0.2930693069"
"66","Carrington College-Phoenix North","Phoenix","AZ","85051-4063","33.561689","-112.116105",2,3,"NULL","0","4069","10702","2461","8","2","0.8951","NULL","NULL","NULL","NULL","20634","475","0.1137","0.8863","0.3495","0.0526","0.0126","0.2779","0.7046770601","0.1503340757","0.0797327394","0.0420935412","0.0231625835","0.3392","9365","9166","9218","7311","28800","25200","29200","28700","27200","24500","34700","39800","24900","30700","38300","0.181","0.2948328267","0.3293361884","0.3543513003","0.3601040233"
"67","Carrington College-Mesa","Mesa","AZ","85210","33.39248","-111.853218",2,3,"NULL","0","6037","14071","2616","11","2","NULL","NULL","NULL","NULL","NULL","21109","541","0.1423","0.8577","0.4307","0.0813","0.037","0.1405","0.7046770601","0.1503340757","0.0797327394","0.0420935412","0.0231625835","0.3254","9365","9166","9218","7311","28800","25200","29200","28700","27200","24500","34700","39800","24900","30700","38300","0.181","0.2948328267","0.3293361884","0.3543513003","0.3601040233"
"68","Carrington College-Tucson","Tucson","AZ","85745","32.224391","-110.983056",1,3,"NULL","0","4931","11178","1399","10","2","0.8736","NULL","NULL","NULL","NULL","19053","227","0.1586","0.8414","0.37","0.0661","0","0.2863","0.7046770601","0.1503340757","0.0797327394","0.0420935412","0.0231625835","0.3158","9365","9166","9218","7311","28800","25200","29200","28700","27200","24500","34700","39800","24900","30700","38300","0.181","0.2948328267","0.3293361884","0.3543513003","0.3601040233"
"69","CollegeAmerica-Flagstaff","Flagstaff","AZ","86001","35.194495","-111.657673",2,2,"NULL","0","7223","13124","4766","NULL","1","NULL","16972","16972","32164","NULL","26908","62","0.129","0.871","0.0968","0","0","0.1452","0.8023133544","0.1167192429","0.0588853838","PrivacySuppressed","PrivacySuppressed","0.8824","25601","16168","19353","10500","22200","22700","22900","PrivacySuppressed","26400","20200","PrivacySuppressed","PrivacySuppressed","24900","PrivacySuppressed","PrivacySuppressed","0.185","0.0778128286","0.1169102296","0.1607843137","0.170678337"
"70","Arizona Academy of Beauty-East","Tucson","AZ","85712","32.237253","-110.872305",1,3,"NULL","0","NULL","8863","1156","3","1","NULL","NULL","NULL","NULL","NULL","13239","57","0.0702","0.9298","0.2632","0.0526","0.0175","0.4737","0.7232142857","0.1607142857","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.875","4735","4580","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","20600","PrivacySuppressed","20700","18800","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.057","0.2647058824","0.2535211268","0.2710280374","0.2295081967"
"71","Platt College-Arizona Automotive Institute Arizona","Glendale","AZ","85301-3579","33.537249","-112.157344",1,3,"NULL","0","NULL","19545","6154","4","1","NULL","NULL","NULL","NULL","NULL","30642","692","0.9118","0.0882","0.3786","0.0448","0.0029","0.3931","0.7356509144","0.1408654717","0.0731486511","0.0300561289","0.020278834","0.4474","15333","9670","11334","9500","25200","29900","27700","33200","37800","22700","29800","31300","35600","39200","45000","0.255","0.142172524","0.3413775767","0.3602015113","0.3815620999"
"72","Brookline College-Phoenix","Phoenix","AZ","85021","33.566102","-112.112473",4,3,"NULL","0","6204","29009","10419","20","1","NULL","NULL","NULL","NULL","NULL","28341","1230","0.1715","0.8285","0.3333","0.2008","0.0398","0.3146","0.755242227","0.140274765","0.0607375271","0.0256688359","0.018076645","0.8679","9500","9500","9500","15510","21400","21400","23600","24000","23700","19400","28300","43700","21900","PrivacySuppressed","PrivacySuppressed","0.206","0.1635029107","0.2092039801","0.1793082975","0.2010325912"
"73","Arizona State University-Tempe","Tempe","AZ","85287","33.417721","-111.934383",4,1,"NULL","0","11451","20364","14979","NULL","2","0.8478","10822","28336","25621","11644","NULL","42529","0.559","0.441","0.5008","0.0372","0.08","0.215","0.4241983308","0.1718097957","0.1433395563","0.1075938941","0.153058423","0.335","20349","14980","14396","14000","42200","43300","48800","50400","55500","40300","43200","43400","53100","55400","58500","0.062","0.5356606607","0.5848558828","0.6269202634","0.6762814137"
"74","Arizona Western College","Yuma","AZ","85365-8834","32.689306","-114.495968",2,1,"NULL","0","6333","904","5176","NULL","1","NULL","2720","9710","15407","10598","NULL","6673","0.4268","0.5732","0.1421","0.0271","0.0094","0.74","0.6378205128","0.2231262327","0.1163708087","0.0155325444","0.0071499014","0.0278","5250","4750","4500","2750","25600","27600","28700","28700","32000","23900","27700","38700","30000","PrivacySuppressed","PrivacySuppressed","0.183","0.3155619597","0.3570451436","0.3797606094","0.41211226"
"75","University of Arizona","Tucson","AZ","85721-0066","32.232672","-110.950815",4,1,"NULL","0","11147","15599","13573","NULL","2","0.8442","12467","36366","26712","14553","NULL","33509","0.4736","0.5264","0.5009","0.0394","0.0526","0.2689","0.3634462932","0.1628190609","0.1423468943","0.1145570172","0.2168307344","0.3501","20000","13750","14000","14000","41800","43500","48100","49200","56000","39300","41000","44600","51700","55100","60700","0.06","0.6104596623","0.6562777285","0.7160208213","0.7545952013"
"76","Southwest University of Visual Arts-Tucson","Tucson","AZ","85716","32.252879","-110.927265",3,3,"NULL","0","5226","20889","5088","NULL","1","NULL","23069","23069","35552","NULL","31109","124","0.5242","0.4758","0.3306","0.0323","0.0242","0.4839","0.5148514851","0.2079207921","0.1287128713","PrivacySuppressed","PrivacySuppressed","0.55","46212","39952","PrivacySuppressed","PrivacySuppressed","26500","29000","27400","27500","32600","25900","PrivacySuppressed","PrivacySuppressed","30500","34500","35300","0.196","0.25390625","0.3382899628","0.3081232493","0.4281767956"
"77","Central Arizona College","Coolidge","AZ","85128-9030","32.957092","-111.652501",2,1,"NULL","0","6498","1504","8870","NULL","1","NULL","2580","11100","10680","4903","NULL","4976","0.371","0.629","0.3957","0.0649","0.0187","0.3071","0.5832214765","0.205033557","0.1473154362","0.0486577181","0.0157718121","0.1031","10905","7142","6993","5963","28300","28900","31500","30400","31500","24400","33100","36700","28600","33700","46000","0.21","0.2390731964","0.2935548842","0.3358057991","0.3988995873"
"78","Charles of Italy Beauty College","Lake Havasu City","AZ","86403","34.477485","-114.332686",1,3,"NULL","0","NULL","12372","5681","4","1","NULL","NULL","NULL","NULL","NULL","9699","43","0.0698","0.9302","0.6512","0.0233","0.0465","0.1163","0.7631578947","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5467","7389","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","17900","15400","20800","20000","22600","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.111","0.4166666667","0.4418604651","0.3203125","0.3361344538"
"79","Cochise County Community College District","Sierra Vista","AZ","85635-2317","31.564597","-110.246946",2,1,"NULL","0","6550","877","2360","NULL","1","NULL","2040","6240","11589","6313","NULL","3404","0.4509","0.5491","0.3986","0.0488","0.0182","0.4483","0.6522753792","0.2047841307","0.1026837806","0.0262543757","0.0140023337","0.0721","8239","5250","4500","4500","27000","30300","29400","36200","34300","25700","PrivacySuppressed","PrivacySuppressed","31900","37600","47100","0.068","0.3457943925","0.4121863799","0.4294205052","0.4396423249"
"80","Empire Beauty School-Flagstaff","Flagstaff","AZ","86004","35.197151","-111.625936",1,3,"NULL","0","NULL","8790","5939","1","1","NULL","NULL","NULL","NULL","NULL","15792","37","0","1","0.5676","0","0","0.1351","0.7286228623","0.1183618362","0.0688568857","0.0508550855","0.0333033303","0.8621","11308","8028","9045","7500","18500","20500","19400","20700","22000","16700","22800","17600","21300","23600","28100","0.133","0.2641107561","0.2978723404","0.3827586207","0.4082568807"
"81","Empire Beauty School-Chandler","Chandler","AZ","85224","33.347586","-111.860423",1,3,"NULL","0","NULL","9258","7682","2","1","NULL","NULL","NULL","NULL","NULL","14914","48","0.0833","0.9167","0.3958","0.375","0","0.1042","0.7286228623","0.1183618362","0.0688568857","0.0508550855","0.0333033303","1","11308","8028","9045","7500","18500","20500","19400","20700","22000","16700","22800","17600","21300","23600","28100","0.133","0.2641107561","0.2978723404","0.3827586207","0.4082568807"
"82","Cortiva Institute-Tucson","Tucson","AZ","85710","32.21901","-110.856785",1,3,"NULL","0","NULL","5756","1820","2","1","NULL","NULL","NULL","NULL","NULL","21716","99","0.2323","0.7677","0.4646","0.0808","0.0202","0.3333","0.6812652068","0.1508515815","0.097323601","PrivacySuppressed","PrivacySuppressed","0.6667","6333","6333","PrivacySuppressed","PrivacySuppressed","22100","24100","26400","27400","27600","19600","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","0.4092009685","0.4471153846","0.4886363636","0.5093632959"
"83","Avalon School of Cosmetology-Mesa","Mesa","AZ","85210","33.376583","-111.858305",1,3,"NULL","0","NULL","6829","3879","3","1","NULL","NULL","NULL","NULL","NULL","12674","356","0.0449","0.9551","0.4803","0.0927","0.0225","0.2781","0.594887684","0.1665375678","0.1061192874","0.0782339272","0.0542215337","0.7372","7499","6169","6333","7415","19600","20900","20600","21400","23000","18700","PrivacySuppressed","PrivacySuppressed","22100","PrivacySuppressed","PrivacySuppressed","0.161","0.3175217812","0.3393708294","0.316091954","0.397515528"
